Gene ID,Gene Name,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc06g082960.2,Solyc06g082960.2,6,1,2,0.5,0.9,0.6,0.4,0.2,,
Solyc06g082970.2,Solyc06g082970.2,1,160,39,38,27,19,12,8,2,0.1
Solyc06g082980.2,Solyc06g082980.2,255,82,136,91,429,169,125,84,67,43
Solyc06g082990.2,Solyc06g082990.2,10,3,4,6,8,14,20,12,11,13
Solyc06g083010.1,Solyc06g083010.1,,,0.3,,0.9,,1,,0.4,
Solyc06g083020.1,Solyc06g083020.1,6,,0.8,0.3,2,1,0.5,,,
Solyc06g083030.2,Solyc06g083030.2,54,5,32,10,14,10,5,2,0.3,
Solyc06g083040.2,Solyc06g083040.2,1,28,38,10,0.3,0.5,0.2,0.1,,
Solyc06g083050.2,Solyc06g083050.2,3,0.1,2,0.1,,,,,,
Solyc06g083060.2,Solyc06g083060.2,13,14,11,27,9,7,9,14,13,15
Solyc06g083070.2,Solyc06g083070.2,9,68,31,50,35,54,39,24,3,3
Solyc06g083080.2,Solyc06g083080.2,25,9,47,31,44,19,11,5,0.8,1
Solyc06g083090.2,Solyc06g083090.2,26,6,8,6,17,15,13,9,5,5
Solyc06g083100.1,Solyc06g083100.1,0.7,0.1,0.1,0.1,1,1,0.9,0.5,,
Solyc06g083110.1,Solyc06g083110.1,63,72,53,79,118,187,81,115,145,206
Solyc06g083120.1,Solyc06g083120.1,63,,0.2,3,0.3,,0.3,0.4,,
Solyc06g083130.2,Solyc06g083130.2,65,0.7,2,0.8,9,5,0.5,1,,0.1
Solyc06g083140.2,Solyc06g083140.2,0.2,,4,0.8,42,95,20,6,0.4,0.3
Solyc06g083150.2,Solyc06g083150.2,32,13,21,25,20,25,30,29,13,22
Solyc06g083160.1,Solyc06g083160.1,1,,0.5,0.6,0.1,0.1,0.2,0.1,0.5,0.5
Solyc06g083170.2,Solyc06g083170.2,9,2,13,9,12,7,4,1,,0.3
Solyc06g083180.2,Solyc06g083180.2,356,200,355,212,691,315,236,194,188,177
Solyc06g083190.2,Solyc06g083190.2,139,48,64,109,153,255,215,170,331,401
Solyc06g083200.1,Solyc06g083200.1,14,6,6,6,9,11,13,10,10,11
Solyc06g083210.2,Solyc06g083210.2,32,26,20,28,16,22,27,24,22,23
Solyc06g083220.2,Solyc06g083220.2,2,3,10,12,8,14,18,17,18,16
Solyc06g083230.2,Solyc06g083230.2,18,14,13,16,3,6,4,9,7,1
Solyc06g083250.2,Solyc06g083250.2,21,16,22,11,26,17,15,17,18,13
Solyc06g083260.2,Solyc06g083260.2,52,46,41,47,46,52,79,66,76,85
Solyc06g083270.2,Solyc06g083270.2,8,3,29,14,19,8,6,5,19,5
Solyc06g083280.1,Solyc06g083280.1,,0.6,1,0.6,,,0.1,,,
Solyc06g083290.1,Solyc06g083290.1,0.8,,8,1,,0.5,,0.5,0.7,
Solyc06g083300.2,Solyc06g083300.2,184,53,84,96,131,155,283,330,293,160
Solyc06g083310.2,Solyc06g083310.2,80,30,57,32,112,185,87,176,66,62
Solyc06g083320.1,Solyc06g083320.1,0.2,,1,,0.2,,,,,
Solyc06g083330.2,Solyc06g083330.2,7,2,1,0.3,0.7,0.5,0.3,0.6,0.3,0.2
Solyc06g083340.2,Solyc06g083340.2,285,173,324,233,422,277,209,202,240,211
Solyc06g083350.2,Solyc06g083350.2,18,12,17,20,16,15,26,18,27,34
Solyc06g083360.2,Solyc06g083360.2,117,103,238,165,193,151,179,162,111,129
Solyc06g083370.2,Solyc06g083370.2,8,2,9,14,4,6,2,4,0.2,0.2
Solyc06g083380.2,Solyc06g083380.2,20,13,31,17,45,44,22,19,21,35
Solyc06g083390.2,Solyc06g083390.2,219,96,26,32,63,68,76,143,142,131
Solyc06g083400.1,Solyc06g083400.1,0.1,,,,,,,,,0.1
Solyc06g083410.2,Solyc06g083410.2,6,5,14,10,6,4,3,7,16,9
Solyc06g083420.1,Solyc06g083420.1,25,7,8,16,8,13,19,18,17,18
Solyc06g083430.1,Solyc06g083430.1,21,8,18,20,15,16,13,9,10,15
Solyc06g083440.2,Solyc06g083440.2,122,19,177,62,115,95,65,37,11,2
Solyc06g083450.2,Solyc06g083450.2,,,0.3,0.1,0.6,,,,,
Solyc06g083460.2,Solyc06g083460.2,75,23,72,53,63,77,65,80,103,101
Solyc06g083470.2,Solyc06g083470.2,27,17,14,0.4,5,3,1,,0.3,3
Solyc06g083480.2,Solyc06g083480.2,,0.8,4,,,,,,,2
Solyc06g083490.2,Solyc06g083490.2,0.5,26,137,3,4,0.7,0.3,,3,403
Solyc06g083500.2,Solyc06g083500.2,4,0.4,19,13,0.3,0.2,0.3,0.3,0.2,0.2
Solyc06g083510.2,Solyc06g083510.2,25,12,16,21,20,21,16,23,29,30
Solyc06g083520.2,Solyc06g083520.2,14,5,7,9,14,13,24,11,6,11
Solyc06g083530.2,Solyc06g083530.2,123,79,151,57,219,154,109,145,178,117
Solyc06g083540.2,Solyc06g083540.2,55,30,42,39,74,53,43,40,34,56
Solyc06g083550.1,Solyc06g083550.1,4,7,7,4,3,4,2,3,4,1
Solyc06g083560.2,Solyc06g083560.2,1,1,0.3,1,,,,,,
Solyc06g083570.2,Solyc06g083570.2,11,4,8,13,8,11,11,13,9,11
Solyc06g083580.2,Solyc06g083580.2,7,60,71,97,170,302,203,204,7,0.3
Solyc06g083590.2,Solyc06g083590.2,0.7,,,,,,,,,
Solyc06g083600.1,Solyc06g083600.1,,,0.2,,,,0.1,,,
Solyc06g083610.2,Solyc06g083610.2,0.4,,298,75,,0.1,0.3,0.2,,
Solyc06g083620.2,Solyc06g083620.2,306,99,113,136,217,267,220,240,253,261
Solyc06g083630.2,Solyc06g083630.2,56,28,31,25,42,44,31,44,34,44
Solyc06g083640.2,Solyc06g083640.2,20,9,9,10,12,15,15,17,8,11
Solyc06g083650.2,Solyc06g083650.2,0.1,35,13,7,0.2,0.3,1,2,0.1,
Solyc06g083660.2,Solyc06g083660.2,18,22,30,24,33,45,37,40,6,16
Solyc06g083670.2,Solyc06g083670.2,13,9,5,6,5,8,7,10,6,8
Solyc06g083680.2,Solyc06g083680.2,3,922,213,173,235,189,232,89,102,13
Solyc06g083690.2,Solyc06g083690.2,25,59,45,26,67,75,36,29,30,42
Solyc06g083700.2,Solyc06g083700.2,1,0.6,0.2,0.1,4,1,0.5,0.1,0.1,
Solyc06g083710.1,Solyc06g083710.1,0.9,0.2,4,2,0.4,0.3,0.3,,,
Solyc06g083720.1,Solyc06g083720.1,,2,0.2,0.1,,,,,,
Solyc06g083730.2,Solyc06g083730.2,70,22,31,37,65,80,56,70,58,75
Solyc06g083740.1,Solyc06g083740.1,6,2,3,3,4,4,3,3,4,4
Solyc06g083750.2,Solyc06g083750.2,26,11,9,14,17,23,11,19,10,14
Solyc06g083760.2,Solyc06g083760.2,16,5,15,17,16,24,33,15,8,6
Solyc06g083770.2,Solyc06g083770.2,7,17,5,7,6,9,9,9,10,12
Solyc06g083780.2,Solyc06g083780.2,405,217,385,292,889,353,499,344,315,335
Solyc06g083790.2,Solyc06g083790.2,108,36,84,65,100,113,68,79,68,77
Solyc06g083800.2,Solyc06g083800.2,0.7,0.8,24,27,0.6,1,1,1,0.9,0.1
Solyc06g083810.2,Solyc06g083810.2,101,68,84,49,173,150,126,125,93,60
Solyc06g083820.2,Solyc06g083820.2,249,113,268,160,531,340,168,130,81,96
Solyc06g083830.2,Solyc06g083830.2,23,33,18,19,32,52,60,50,61,69
Solyc06g083840.2,Solyc06g083840.2,,0.1,0.3,0.4,,0.5,,,,
Solyc06g083850.2,Solyc06g083850.2,0.5,2,9,5,1,4,2,,,0.1
Solyc06g083860.2,Solyc06g083860.2,3,3,7,9,31,28,27,16,10,4
Solyc06g083870.2,Solyc06g083870.2,36,16,16,20,29,37,32,31,23,27
Solyc06g083880.2,Solyc06g083880.2,8,4,21,4,16,9,6,0.7,0.2,
Solyc06g083890.2,Solyc06g083890.2,6,10,13,12,11,18,28,36,30,34
Solyc06g083900.2,Solyc06g083900.2,2,0.8,72,13,26,9,2,,,0.1
Solyc06g083910.2,Solyc06g083910.2,117,0.1,1,0.4,0.1,,,,,
Solyc06g083920.2,Solyc06g083920.2,7,4,8,6,6,5,6,5,4,7
Solyc06g083930.1,Solyc06g083930.1,1,,0.3,,,,,,,
Solyc06g083940.1,Solyc06g083940.1,0.2,,,,,,,,,
Solyc06g083950.1,Solyc06g083950.1,,,3,0.8,,,,,,
Solyc06g083960.1,Solyc06g083960.1,,,5,4,,,0.1,0.1,,
Solyc06g083980.1,Solyc06g083980.1,35,14,18,19,26,30,20,21,34,54
Solyc06g083990.2,Solyc06g083990.2,8,4,16,9,11,12,8,9,8,10
Solyc06g084000.2,Solyc06g084000.2,73,29,33,44,54,68,101,84,84,77
Solyc06g084010.2,Solyc06g084010.2,39,13,13,22,30,41,72,48,50,45
Solyc06g084020.2,Solyc06g084020.2,385,116,434,495,609,646,536,697,764,356
Solyc06g084030.2,Solyc06g084030.2,,2,4,2,8,10,6,11,3,0.5
Solyc06g084040.2,Solyc06g084040.2,4,1,3,2,3,3,3,3,2,4
Solyc06g084050.2,Solyc06g084050.2,0.2,575,135,94,232,248,227,59,14,0.2
Solyc06g084060.2,Solyc06g084060.2,14,9,12,20,9,9,9,17,10,14
Solyc06g084070.2,Solyc06g084070.2,43,5,3,0.8,13,9,7,2,0.2,
Solyc06g084080.2,Solyc06g084080.2,2,0.7,0.9,0.3,2,0.3,0.3,0.2,0.2,
Solyc06g084090.2,Solyc06g084090.2,56,13,59,24,117,64,48,24,14,9
Solyc06g084100.2,Solyc06g084100.2,,,5,4,0.7,0.6,0.7,0.8,0.9,0.3
Solyc06g084110.1,Solyc06g084110.1,,,3,2,,,1,0.8,0.3,0.6
Solyc06g084120.2,Solyc06g084120.2,1,1,6,4,4,3,4,3,0.5,0.5
Solyc06g084130.2,Solyc06g084130.2,7,0.8,4,2,0.3,1,0.4,1,1,4
Solyc06g084140.2,Solyc06g084140.2,42,19,11,12,4,7,10,1,,
Solyc06g084150.2,Solyc06g084150.2,8,4,5,7,7,7,6,5,4,5
Solyc06g084160.2,Solyc06g084160.2,66,58,64,54,86,71,89,60,81,80
Solyc06g084170.2,Solyc06g084170.2,2,3,1,3,0.4,0.7,4,8,2,2
Solyc06g084180.2,Solyc06g084180.2,3,0.5,1579,1374,1,0.6,4,2,0.3,
Solyc06g084190.2,Solyc06g084190.2,3,3,41,1,3,3,7,,,
Solyc06g084200.1,Solyc06g084200.1,39,19,26,25,27,38,49,69,53,41
Solyc06g084210.2,Solyc06g084210.2,90,22,34,45,47,77,83,107,104,96
Solyc06g084220.1,Solyc06g084220.1,15,6,9,6,11,12,7,21,18,23
Solyc06g084230.2,Solyc06g084230.2,295,98,135,120,401,324,290,248,211,177
Solyc06g084240.1,Solyc06g084240.1,0.1,,0.3,0.1,2,0.6,0.5,,0.1,
Solyc06g084250.2,Solyc06g084250.2,6,4,5,5,21,23,23,29,11,0.6
Solyc06g084260.2,Solyc06g084260.2,17,16,33,15,48,69,40,22,8,5
Solyc06g084270.2,Solyc06g084270.2,14,51,15,25,21,22,26,30,52,87
Solyc06g084280.1,Solyc06g084280.1,,0.1,0.7,0.7,0.2,,0.4,0.2,5,7
Solyc06g084290.2,Solyc06g084290.2,15,5,4,5,8,9,9,10,35,55
Solyc06g084300.1,Solyc06g084300.1,35,10,24,14,28,11,11,12,52,51
Solyc06g084310.2,Solyc06g084310.2,40,20,42,31,79,55,49,37,20,22
Solyc06g084320.1,Solyc06g084320.1,0.5,10,4,4,14,19,30,14,16,13
Solyc06g084330.2,Solyc06g084330.2,0.8,0.1,1,1,0.6,0.6,0.5,0.1,,
Solyc06g084340.1,Solyc06g084340.1,0.1,,0.1,0.1,0.1,,,,0.1,
Solyc06g084350.2,Solyc06g084350.2,46,27,38,29,44,48,34,27,33,38
Solyc06g084360.2,Solyc06g084360.2,53,69,54,62,47,50,45,70,98,116
Solyc06g084370.1,Solyc06g084370.1,12,2,2,8,2,3,3,10,12,6
Solyc06g084380.2,Solyc06g084380.2,19,5,2,1,,,,,0.1,
Solyc06g084390.2,Solyc06g084390.2,26,11,28,21,35,33,32,54,131,198
Solyc06g084400.2,Solyc06g084400.2,54,17,35,24,68,62,47,47,32,20
Solyc06g084410.2,Solyc06g084410.2,61,21,38,30,36,37,30,41,37,45
Solyc06g084420.1,Solyc06g084420.1,15,10,10,2,8,6,2,1,0.1,
Solyc06g084430.2,Solyc06g084430.2,10,6,23,9,53,18,13,33,9,6
Solyc06g084440.2,Solyc06g084440.2,76,17,31,52,38,64,44,70,84,106
Solyc06g084450.2,Solyc06g084450.2,5,1,3,2,8,1,0.3,,,
Solyc06g084460.2,Solyc06g084460.2,14,20,38,24,22,16,13,10,2,0.7
Solyc06g084470.2,Solyc06g084470.2,3,69,36,21,68,42,32,17,11,3
Solyc06g084480.2,Solyc06g084480.2,4,22,5,7,13,13,14,8,4,1
Solyc06g084490.1,Solyc06g084490.1,0.1,0.9,0.6,0.3,0.1,0.2,0.1,0.5,,0.1
Solyc06g084500.2,Solyc06g084500.2,27,22,25,24,42,38,22,25,28,33
Solyc06g084510.2,Solyc06g084510.2,47,43,45,54,49,44,49,60,84,94
Solyc06g084520.2,Solyc06g084520.2,73,32,35,46,52,76,84,73,60,73
Solyc06g084530.2,Solyc06g084530.2,57,17,18,21,22,30,35,57,49,31
Solyc06g084540.2,Solyc06g084540.2,46,18,74,34,56,53,72,76,343,434
Solyc06g084550.2,Solyc06g084550.2,23,14,21,22,32,31,39,34,24,17
Solyc06g084570.2,Solyc06g084570.2,13,10,14,12,12,10,9,17,17,19
Solyc06g084580.1,Solyc06g084580.1,2,0.8,0.4,0.7,3,2,3,2,1,3
Solyc06g084590.2,Solyc06g084590.2,34,25,18,27,21,23,34,41,38,36
Solyc06g084600.1,Solyc06g084600.1,0.7,0.5,0.9,0.3,1,2,1,,,
Solyc06g084610.2,Solyc06g084610.2,2,33,6,5,4,2,1,2,0.2,0.9
Solyc06g084620.1,Solyc06g084620.1,3,0.6,803,1259,1,0.1,4,2,0.4,0.1
Solyc06g084760.1,Solyc06g084760.1,,0.7,0.9,0.4,,,0.4,,,
Solyc06g084770.1,Solyc06g084770.1,,0.9,,,1,,,3,,
Solyc06g084820.1,Solyc06g084820.1,5,2,4,6,1,,0.1,,,
Solyc07g005000.2,Solyc07g005000.2,35,24,16,24,14,18,18,23,29,31
Solyc07g005010.2,Solyc07g005010.2,29,3,9,4,4,4,4,2,0.5,0.3
Solyc07g005020.2,Solyc07g005020.2,23,9,20,14,48,30,8,19,15,29
Solyc07g005030.2,Solyc07g005030.2,15,3,4,4,7,15,19,12,9,12
Solyc07g005040.2,Solyc07g005040.2,2,0.4,710,768,1,0.1,3,2,0.2,
Solyc07g005050.2,Solyc07g005050.2,334,158,355,250,935,409,611,349,286,198
Solyc07g005060.2,Solyc07g005060.2,28,13,17,15,17,23,32,38,29,19
Solyc07g005070.1,Solyc07g005070.1,2,,,,,,,,,
Solyc07g005090.2,Solyc07g005090.2,122,12,0.5,3,0.3,0.6,0.7,,,
Solyc07g005100.2,Solyc07g005100.2,73,5,44,71,13,26,10,56,92,20
Solyc07g005110.2,Solyc07g005110.2,4,0.1,,,,0.2,,0.1,,
Solyc07g005120.2,Solyc07g005120.2,38,21,18,19,21,22,21,21,17,13
Solyc07g005130.2,Solyc07g005130.2,14,8,20,11,9,6,3,4,2,3
Solyc07g005140.2,Solyc07g005140.2,83,7,24,23,4,4,6,12,11,11
Solyc07g005150.1,Solyc07g005150.1,0.2,,,,,,,,,
Solyc07g005170.1,Solyc07g005170.1,0.8,0.2,0.3,0.2,0.5,0.7,0.8,0.6,1,1
Solyc07g005180.2,Solyc07g005180.2,95,60,79,39,116,74,80,59,18,4
Solyc07g005190.2,Solyc07g005190.2,6,24,3,2,0.2,0.4,0.1,,0.1,
Solyc07g005200.2,Solyc07g005200.2,94,70,80,74,88,85,61,95,90,120
Solyc07g005210.2,Solyc07g005210.2,8,91,31,56,19,54,66,15,20,143
Solyc07g005220.1,Solyc07g005220.1,2,0.7,0.6,,1,5,3,3,2,1
Solyc07g005230.2,Solyc07g005230.2,11,3,3,4,5,12,16,16,13,9
Solyc07g005240.2,Solyc07g005240.2,5,4,4,5,5,5,5,5,5,9
Solyc07g005250.1,Solyc07g005250.1,0.2,,0.2,0.2,,1,,,0.2,0.2
Solyc07g005260.1,Solyc07g005260.1,2,,0.3,0.4,0.4,1,6,2,0.4,
Solyc07g005270.2,Solyc07g005270.2,,,,,,0.3,,,,
Solyc07g005280.2,Solyc07g005280.2,3,3,5,2,2,6,10,5,1,0.4
Solyc07g005290.1,Solyc07g005290.1,0.5,1,0.9,0.8,,2,5,0.5,1,0.7
Solyc07g005300.1,Solyc07g005300.1,31,27,27,47,32,46,97,34,8,
Solyc07g005310.1,Solyc07g005310.1,3,1,0.7,0.9,0.4,3,2,2,2,1
Solyc07g005320.2,Solyc07g005320.2,46,15,14,26,19,35,60,35,34,33
Solyc07g005330.2,Solyc07g005330.2,92,36,45,40,156,122,65,70,28,27
Solyc07g005340.1,Solyc07g005340.1,81,51,61,90,68,82,92,77,115,120
Solyc07g005360.2,Solyc07g005360.2,35,12,17,27,16,21,15,24,22,25
Solyc07g005370.2,Solyc07g005370.2,0.1,91,58,75,,0.3,,,0.1,
Solyc07g005380.2,Solyc07g005380.2,3,0.8,0.7,0.8,0.4,,,7,,0.5
Solyc07g005390.2,Solyc07g005390.2,2,156,176,190,97,87,23,56,32,3
Solyc07g005400.2,Solyc07g005400.2,94,3,16,22,32,23,22,20,9,4
Solyc07g005410.2,Solyc07g005410.2,14,0.4,0.4,0.5,0.1,0.1,0.2,0.4,0.4,2
Solyc07g005420.1,Solyc07g005420.1,22,2,0.3,,,,,,,
Solyc07g005430.2,Solyc07g005430.2,75,29,57,45,69,81,74,80,63,36
Solyc07g005440.1,Solyc07g005440.1,114,49,107,134,192,261,144,112,40,13
Solyc07g005450.2,Solyc07g005450.2,12,5,6,9,6,5,5,6,6,5
Solyc07g005460.2,Solyc07g005460.2,11,5,8,10,7,8,9,9,10,9
Solyc07g005470.2,Solyc07g005470.2,5,6,5,1,5,7,4,0.1,,
Solyc07g005480.2,Solyc07g005480.2,12,3,4,7,2,4,6,8,16,13
Solyc07g005500.2,Solyc07g005500.2,1,0.3,0.3,0.3,0.2,0.2,0.5,0.6,2,2
Solyc07g005510.2,Solyc07g005510.2,12,133,86,88,52,59,39,23,22,33
Solyc07g005520.1,Solyc07g005520.1,28,2,3,3,0.7,2,2,2,3,1
Solyc07g005530.2,Solyc07g005530.2,134,47,63,72,99,173,317,383,329,95
Solyc07g005540.1,Solyc07g005540.1,17,6,3,2,1,0.5,0.2,,,
Solyc07g005550.2,Solyc07g005550.2,24,43,28,45,28,30,20,36,61,88
Solyc07g005560.2,Solyc07g005560.2,986,497,658,825,691,514,529,713,616,405
Solyc07g005570.2,Solyc07g005570.2,8,33,10,18,15,19,35,23,18,34
Solyc07g005580.2,Solyc07g005580.2,17,14,12,15,18,28,19,20,16,35
Solyc07g005590.2,Solyc07g005590.2,58,20,18,34,11,18,25,48,42,82
Solyc07g005600.2,Solyc07g005600.2,195,64,72,79,171,183,103,191,195,198
Solyc07g005610.2,Solyc07g005610.2,14,12,10,10,16,11,9,17,23,36
Solyc07g005620.2,Solyc07g005620.2,7,7,5,5,9,8,7,8,8,17
Solyc07g005630.2,Solyc07g005630.2,1,,,,,,,,0.3,0.2
Solyc07g005640.2,Solyc07g005640.2,19,13,16,16,17,12,9,13,7,9
Solyc07g005650.2,Solyc07g005650.2,10,4,5,11,5,8,10,11,13,13
Solyc07g005660.2,Solyc07g005660.2,26,13,6,17,11,18,25,33,41,30
Solyc07g005680.2,Solyc07g005680.2,3,15,2,0.7,2,0.9,,,,
Solyc07g005690.2,Solyc07g005690.2,29,16,31,32,16,31,33,46,48,28
Solyc07g005700.2,Solyc07g005700.2,29,9,18,17,41,47,48,39,30,26
Solyc07g005710.2,Solyc07g005710.2,17,17,27,23,32,35,32,40,41,43
Solyc07g005720.2,Solyc07g005720.2,210,73,66,49,153,189,139,172,138,51
Solyc07g005730.2,Solyc07g005730.2,479,157,252,233,311,363,388,343,255,115
Solyc07g005740.1,Solyc07g005740.1,2,1,2,1,3,3,3,2,1,2
Solyc07g005750.2,Solyc07g005750.2,11,5,13,10,9,10,7,9,6,5
Solyc07g005760.2,Solyc07g005760.2,147,67,81,224,102,114,100,104,140,119
Solyc07g005770.2,Solyc07g005770.2,2,1,0.6,0.8,0.8,2,2,4,1,0.1
Solyc07g005780.1,Solyc07g005780.1,0.1,,,0.1,0.1,,,,,
Solyc07g005790.2,Solyc07g005790.2,3,1,3,2,3,5,3,4,2,2
Solyc07g005800.2,Solyc07g005800.2,4,2,3,0.9,5,4,2,4,2,3
Solyc07g005810.2,Solyc07g005810.2,111,31,80,108,102,158,179,217,171,158
Solyc07g005820.2,Solyc07g005820.2,0.1,,,0.1,,,,0.1,0.1,
Solyc07g005830.2,Solyc07g005830.2,8,142,53,59,56,54,68,44,51,41
Solyc07g005840.2,Solyc07g005840.2,51,5,4,1,2,2,1,,0.1,
Solyc07g005850.1,Solyc07g005850.1,4,1,0.7,0.9,1,2,2,2,1,1
Solyc07g005860.2,Solyc07g005860.2,16,18,19,15,17,18,13,5,10,3
Solyc07g005870.2,Solyc07g005870.2,0.4,5,1,2,4,2,1,1,0.2,2
Solyc07g005880.2,Solyc07g005880.2,27,10,14,14,26,32,39,29,19,23
Solyc07g005890.2,Solyc07g005890.2,13,5,5,8,6,8,12,11,10,12
Solyc07g005900.2,Solyc07g005900.2,0.5,3,4,0.4,4,11,7,1,0.2,0.5
Solyc07g005910.2,Solyc07g005910.2,4,1,3,6,0.1,0.2,0.1,0.2,0.1,
Solyc07g005920.1,Solyc07g005920.1,10,,,0.2,,,,,,
Solyc07g005930.2,Solyc07g005930.2,11,18,4,5,11,10,17,16,9,15
Solyc07g005940.2,Solyc07g005940.2,140,64,111,96,203,273,261,170,140,131
Solyc07g005950.2,Solyc07g005950.2,10,10,2,4,4,8,10,8,7,4
Solyc07g005960.2,Solyc07g005960.2,7,7,13,3,16,16,9,8,0.5,0.1
Solyc07g005970.2,Solyc07g005970.2,15,5,3,6,3,5,6,5,6,6
Solyc07g005980.1,Solyc07g005980.1,0.1,,1,0.2,,0.2,,,,
Solyc07g005990.2,Solyc07g005990.2,29,17,29,34,34,37,57,43,31,39
Solyc07g006000.2,Solyc07g006000.2,9,240,92,101,120,96,56,31,31,29
Solyc07g006010.2,Solyc07g006010.2,12,10,13,10,37,33,30,25,16,28
Solyc07g006020.2,Solyc07g006020.2,4,5,66,106,6,1,0.8,0.2,0.2,0.2
Solyc07g006030.2,Solyc07g006030.2,5,32,23,29,10,24,25,24,57,60
Solyc07g006040.2,Solyc07g006040.2,,6,7,2,0.4,2,1,3,2,0.3
Solyc07g006050.1,Solyc07g006050.1,6,2,5,2,9,10,9,6,3,0.6
Solyc07g006060.2,Solyc07g006060.2,8,3,9,2,9,9,7,4,3,1
Solyc07g006070.1,Solyc07g006070.1,56,28,44,33,59,57,25,44,58,53
Solyc07g006090.1,Solyc07g006090.1,2,0.4,,0.1,,0.1,,0.1,,
Solyc07g006100.2,Solyc07g006100.2,1,0.4,5,4,0.4,0.8,0.4,0.6,0.8,0.5
Solyc07g006110.2,Solyc07g006110.2,8,4,3,5,2,2,2,0.8,2,0.3
Solyc07g006120.2,Solyc07g006120.2,14,6,8,12,6,8,9,11,15,15
Solyc07g006130.1,Solyc07g006130.1,8,8,19,42,5,11,9,16,61,32
Solyc07g006140.2,Solyc07g006140.2,6,7,6,8,2,7,4,10,3,8
Solyc07g006150.2,Solyc07g006150.2,39,23,49,34,83,44,35,41,31,44
Solyc07g006160.2,Solyc07g006160.2,32,17,24,18,9,10,8,14,17,25
Solyc07g006170.2,Solyc07g006170.2,5,2,2,1,0.5,0.5,0.5,0.1,0.1,
Solyc07g006180.2,Solyc07g006180.2,41,24,30,41,40,43,31,52,91,181
Solyc07g006190.2,Solyc07g006190.2,9,4,11,6,9,10,9,15,14,16
Solyc07g006200.2,Solyc07g006200.2,26,50,44,26,45,45,25,27,37,65
Solyc07g006210.1,Solyc07g006210.1,,,0.5,0.3,,0.2,,,,
Solyc07g006220.1,Solyc07g006220.1,172,136,147,146,238,290,153,542,67,149
Solyc07g006230.1,Solyc07g006230.1,1786,46,27,97,2,3,2,3,,
Solyc07g006240.2,Solyc07g006240.2,7,4,5,5,9,6,7,7,4,6
Solyc07g006250.2,Solyc07g006250.2,8,4,5,7,10,10,11,6,4,5
Solyc07g006260.2,Solyc07g006260.2,18,11,10,12,16,19,15,15,11,18
Solyc07g006270.2,Solyc07g006270.2,209,47,168,96,130,108,87,86,135,169
Solyc07g006280.2,Solyc07g006280.2,191,129,49,90,154,130,66,556,611,1062
Solyc07g006290.1,Solyc07g006290.1,2,,,,,,,,,
Solyc07g006300.2,Solyc07g006300.2,2,29,35,20,16,16,12,3,4,0.3
Solyc07g006310.1,Solyc07g006310.1,0.4,7,12,7,8,7,1,,,
Solyc07g006320.2,Solyc07g006320.2,20,2,5,13,0.8,0.5,0.4,0.2,,
Solyc07g006330.1,Solyc07g006330.1,4,3,5,3,6,3,2,2,0.6,0.4
Solyc07g006340.2,Solyc07g006340.2,7,31,15,20,13,15,10,9,19,46
Solyc07g006350.2,Solyc07g006350.2,32,13,17,36,11,17,28,13,10,11
Solyc07g006360.1,Solyc07g006360.1,11,18,5,6,6,4,2,1,0.6,0.7
Solyc07g006370.1,Solyc07g006370.1,1,3,32,26,35,70,67,36,18,51
Solyc07g006380.2,Solyc07g006380.2,12,2,17929,3911,7451,2118,486,7,18,0.2
Solyc07g006400.1,Solyc07g006400.1,40,20,36,28,48,44,36,39,45,35
Solyc07g006410.1,Solyc07g006410.1,,24,8,17,0.6,0.2,0.8,0.2,2,0.8
Solyc07g006420.1,Solyc07g006420.1,0.8,0.4,,0.1,,,,,,
Solyc07g006450.1,Solyc07g006450.1,,,,,0.1,,,,,
Solyc07g006460.1,Solyc07g006460.1,,,,,0.1,,,,,
Solyc07g006470.1,Solyc07g006470.1,,,,,0.4,,0.1,,,
Solyc07g006480.2,Solyc07g006480.2,0.3,2,2,2,3,4,2,3,,
Solyc07g006490.2,Solyc07g006490.2,13,74,44,60,51,31,26,15,20,21
Solyc07g006500.2,Solyc07g006500.2,8,4,6,52,2,10,22,13,37,19
Solyc07g006510.2,Solyc07g006510.2,37,14,12,18,15,20,22,21,23,25
Solyc07g006520.2,Solyc07g006520.2,8,65,13,17,24,35,33,32,60,52
Solyc07g006530.2,Solyc07g006530.2,18,18,9,9,27,36,16,19,14,32
Solyc07g006540.2,Solyc07g006540.2,23,37,12,24,9,17,21,35,44,37
Solyc07g006550.2,Solyc07g006550.2,,16,6,3,2,2,0.4,0.2,,
Solyc07g006560.2,Solyc07g006560.2,4,0.8,136,19,280,186,96,0.2,0.1,
Solyc07g006570.2,Solyc07g006570.2,28,13,643,107,1052,1179,711,44,33,4
Solyc07g006580.2,Solyc07g006580.2,17,19,16,15,21,23,28,18,14,12
Solyc07g006590.1,Solyc07g006590.1,185,44,35,86,3,8,10,31,28,5
Solyc07g006600.1,Solyc07g006600.1,170,15,42,47,47,21,23,18,50,31
Solyc07g006610.2,Solyc07g006610.2,7,0.1,,0.2,0.1,,0.2,0.4,0.5,
Solyc07g006620.2,Solyc07g006620.2,1,53,1,1,0.3,0.4,,0.4,0.1,
Solyc07g006630.2,Solyc07g006630.2,12,176,35,272,15,11,2,5,4,13
